Date,Ticker,Adj Close,Close,High,Low,Open,Volume,7日間移動平均,10日間移動平均,20日間移動平均,30日間移動平均,50日間移動平均,100日間移動平均
2023-09-29 00:00:00+00:00,7203.T,2607.40625,2677.5,2727.5,2675.5,2718.0,33276200,2740.5,2768.4,2699.425,2605.1833333333334,,
2023-10-02 00:00:00+00:00,7203.T,2616.65771484375,2687.0,2746.5,2683.5,2700.5,28738800,2726.4285714285716,2754.95,2707.8,2616.45,,
2023-10-03 00:00:00+00:00,7203.T,2536.804443359375,2605.0,2687.0,2593.0,2680.0,31775900,2700.214285714286,2727.45,2708.175,2624.733333333333,,
2023-10-04 00:00:00+00:00,7203.T,2412.64208984375,2477.5,2563.0,2471.0,2555.0,46063800,2659.6428571428573,2695.3,2702.6,2626.766666666667,,
2023-10-05 00:00:00+00:00,7203.T,2522.197021484375,2590.0,2590.0,2505.5,2528.0,41463500,2641.5714285714284,2675.75,2699.55,2632.75,,
2023-10-06 00:00:00+00:00,7203.T,2504.668212890625,2572.0,2604.0,2536.0,2564.5,28521800,2616.4285714285716,2654.1,2696.3,2638.483333333333,,
2023-10-10 00:00:00+00:00,7203.T,2555.7939453125,2624.5,2640.5,2595.0,2600.0,27455800,2604.785714285714,2640.4,2697.375,2646.133333333333,,
2023-10-11 00:00:00+00:00,7203.T,2581.60009765625,2651.0,2681.0,2640.0,2650.0,23177900,2601.0,2633.85,2700.175,2653.2833333333333,,
2023-10-12 00:00:00+00:00,7203.T,2668.270263671875,2740.0,2740.0,2673.0,2678.0,32321600,2608.5714285714284,2633.05,2704.325,2663.5666666666666,,
2023-10-13 00:00:00+00:00,7203.T,2617.14453125,2687.5,2726.0,2677.0,2708.0,24757200,2620.3571428571427,2631.2,2703.325,2671.266666666667,,
2023-10-16 00:00:00+00:00,7203.T,2590.36474609375,2660.0,2665.0,2630.5,2650.0,19258100,2646.4285714285716,2629.45,2698.925,2676.1,,
2023-10-17 00:00:00+00:00,7203.T,2610.814697265625,2681.0,2719.0,2653.0,2705.0,22766500,2659.4285714285716,2628.85,2691.9,2681.483333333333,,
2023-10-18 00:00:00+00:00,7203.T,2599.12890625,2669.0,2697.0,2661.0,2675.0,18891100,2673.285714285714,2635.25,2681.35,2683.866666666667,,
2023-10-19 00:00:00+00:00,7203.T,2575.75732421875,2645.0,2667.0,2623.0,2625.0,18842300,2676.214285714286,2652.0,2673.65,2685.733333333333,,
2023-10-20 00:00:00+00:00,7203.T,2548.490234375,2617.0,2642.0,2575.0,2600.5,23366400,2671.3571428571427,2654.7,2665.225,2684.6,,
2023-10-23 00:00:00+00:00,7203.T,2541.67333984375,2610.0,2631.0,2585.5,2600.0,17852100,2652.785714285714,2658.5,2656.3,2683.7,,
2023-10-24 00:00:00+00:00,7203.T,2529.500732421875,2597.5,2648.5,2544.0,2645.0,26740000,2639.9285714285716,2655.8,2648.1,2683.516666666667,,
2023-10-25 00:00:00+00:00,7203.T,2570.887939453125,2640.0,2664.0,2613.5,2631.0,18828500,2637.0714285714284,2654.7,2644.275,2685.016666666667,2601.52,
2023-10-26 00:00:00+00:00,7203.T,2526.579345703125,2594.5,2628.0,2571.0,2617.5,22969100,2624.714285714286,2640.15,2636.6,2682.9333333333334,2605.03,
2023-10-27 00:00:00+00:00,7203.T,2569.427490234375,2638.5,2644.0,2594.5,2595.0,20775500,2620.3571428571427,2635.25,2633.225,2680.633333333333,2610.39,
2023-10-30 00:00:00+00:00,7203.T,2506.615966796875,2574.0,2595.0,2560.5,2593.0,28552500,2610.214285714286,2626.65,2628.05,2674.8333333333335,2614.33,
2023-10-31 00:00:00+00:00,7203.T,2522.197021484375,2590.0,2593.0,2526.0,2590.0,32184100,2606.3571428571427,2617.55,2623.2,2667.116666666667,2619.15,
2023-11-01 00:00:00+00:00,7203.T,2641.003173828125,2712.0,2752.0,2678.5,2703.5,66935200,2620.9285714285716,2621.85,2628.55,2661.516666666667,2626.26,
2023-11-02 00:00:00+00:00,7203.T,2687.746826171875,2760.0,2846.5,2746.5,2812.0,62211400,2644.1428571428573,2633.35,2642.675,2660.2166666666667,2633.13,
2023-11-06 00:00:00+00:00,7203.T,2771.495361328125,2846.0,2866.5,2823.5,2840.0,48988800,2673.5714285714284,2656.25,2655.475,2662.233333333333,2641.84,
2023-11-07 00:00:00+00:00,7203.T,2757.86181640625,2832.0,2854.0,2818.5,2850.0,27050700,2707.5,2678.45,2668.475,2663.6833333333334,2650.48,
2023-11-08 00:00:00+00:00,7203.T,2684.8251953125,2757.0,2879.5,2757.0,2861.5,32626900,2724.4285714285716,2694.4,2675.1,2663.5333333333333,2657.72,
2023-11-09 00:00:00+00:00,7203.T,2743.741455078125,2817.5,2819.0,2752.0,2795.0,23116200,2759.214285714286,2712.15,2683.425,2666.9,2665.34,
2023-11-10 00:00:00+00:00,7203.T,2729.62109375,2803.0,2815.0,2770.0,2770.5,23638200,2789.6428571428573,2733.0,2686.575,2668.733333333333,2672.77,
2023-11-13 00:00:00+00:00,7203.T,2743.25439453125,2817.0,2845.5,2807.5,2833.0,19390400,2804.6428571428573,2750.85,2693.05,2672.4333333333334,2679.98,
2023-11-14 00:00:00+00:00,7203.T,2769.060791015625,2843.5,2866.5,2837.5,2845.0,25175900,2816.5714285714284,2777.8,2702.225,2677.9666666666667,2686.55,
2023-11-15 00:00:00+00:00,7203.T,2785.12890625,2860.0,2898.5,2860.0,2880.5,29788400,2818.5714285714284,2804.8,2711.175,2683.733333333333,2693.36,
2023-11-16 00:00:00+00:00,7203.T,2803.63134765625,2879.0,2897.5,2858.0,2860.0,21411300,2825.285714285714,2821.5,2721.675,2692.866666666667,2698.99,
2023-11-17 00:00:00+00:00,7203.T,2816.778076171875,2892.5,2892.5,2834.0,2840.0,24794700,2844.6428571428573,2834.75,2734.05,2706.7,2705.06,
2023-11-20 00:00:00+00:00,7203.T,2707.22314453125,2780.0,2900.0,2768.5,2892.5,46342000,2839.285714285714,2828.15,2742.2,2713.0333333333333,2707.64,
2023-11-21 00:00:00+00:00,7203.T,2663.401123046875,2735.0,2793.0,2720.5,2785.0,36142900,2829.5714285714284,2818.45,2748.45,2718.4666666666667,2709.6,
2023-11-22 00:00:00+00:00,7203.T,2657.0712890625,2728.5,2781.0,2711.0,2728.0,31006900,2816.9285714285716,2815.6,2755.0,2721.9333333333334,2712.11,
2023-11-24 00:00:00+00:00,7203.T,2729.62109375,2803.0,2814.0,2774.0,2785.0,29415500,2811.1428571428573,2814.15,2763.15,2727.0,2716.27,
2023-11-27 00:00:00+00:00,7203.T,2697.48486328125,2770.0,2803.0,2762.0,2800.0,22122900,2798.285714285714,2810.85,2771.925,2728.0,2718.53,
2023-11-28 00:00:00+00:00,7203.T,2682.877685546875,2755.0,2779.5,2736.0,2770.0,22163500,2780.5714285714284,2804.65,2777.75,2730.25,2719.48,
2023-11-29 00:00:00+00:00,7203.T,2729.13427734375,2802.5,2809.5,2744.0,2770.0,36001000,2767.714285714286,2800.55,2789.175,2735.0,2720.57,
2023-11-30 00:00:00+00:00,7203.T,2721.343505859375,2794.5,2820.0,2786.5,2810.0,49146600,2769.785714285714,2794.0,2799.4,2738.7833333333333,2720.03,
2023-12-01 00:00:00+00:00,7203.T,2758.835693359375,2833.0,2842.0,2803.0,2819.0,26774000,2783.785714285714,2789.4,2805.45,2744.25,2719.09,
2023-12-04 00:00:00+00:00,7203.T,2695.05029296875,2767.5,2802.5,2744.5,2802.0,30495700,2789.3571428571427,2776.9,2805.825,2748.3333333333335,2718.46,
2023-12-05 00:00:00+00:00,7203.T,2681.4169921875,2753.5,2784.5,2743.5,2770.0,24512600,2782.285714285714,2774.25,2801.2,2752.883333333333,2717.82,
2023-12-06 00:00:00+00:00,7203.T,2752.992919921875,2827.0,2829.5,2758.0,2770.5,27896600,2790.4285714285716,2783.45,2800.95,2760.116666666667,2718.59,
2023-12-07 00:00:00+00:00,7203.T,2721.343505859375,2794.5,2812.0,2776.0,2800.0,26610300,2796.0714285714284,2790.05,2802.825,2766.6833333333334,2719.25,
2023-12-08 00:00:00+00:00,7203.T,2610.327880859375,2680.5,2721.0,2657.0,2711.0,55312000,2778.6428571428573,2777.8,2795.975,2768.0333333333333,2718.53,
2023-12-11 00:00:00+00:00,7203.T,2634.67333984375,2705.5,2716.0,2690.5,2701.0,31081400,2765.9285714285716,2771.35,2791.1,2771.733333333333,2717.68,
2023-12-12 00:00:00+00:00,7203.T,2611.3017578125,2681.5,2735.5,2681.5,2727.0,25316700,2744.285714285714,2764.0,2784.325,2773.1666666666665,2717.19,
2023-12-13 00:00:00+00:00,7203.T,2603.51123046875,2673.5,2682.0,2644.5,2672.5,20383300,2730.8571428571427,2751.1,2775.825,2776.483333333333,2717.11,
2023-12-14 00:00:00+00:00,7203.T,2504.181396484375,2571.5,2623.5,2552.0,2605.5,43459500,2704.8571428571427,2728.8,2761.4,2775.866666666667,2714.8,
2023-12-15 00:00:00+00:00,7203.T,2532.422119140625,2600.5,2624.0,2592.0,2617.0,32057100,2672.5,2705.55,2747.475,2772.15,2714.71,
2023-12-18 00:00:00+00:00,7203.T,2550.9248046875,2619.5,2619.5,2571.5,2590.5,21229700,2647.5,2690.75,2733.825,2767.4666666666667,2717.55,
2023-12-19 00:00:00+00:00,7203.T,2571.375,2640.5,2657.5,2590.5,2620.0,24989000,2641.785714285714,2679.45,2726.85,2760.616666666667,2718.56,
2023-12-20 00:00:00+00:00,7203.T,2574.783447265625,2644.0,2692.0,2634.0,2666.0,34125400,2633.0,2661.15,2722.3,2754.35,2720.0,
2023-12-21 00:00:00+00:00,7203.T,2471.071533203125,2537.5,2576.5,2495.0,2520.0,47672400,2612.4285714285716,2635.45,2712.75,2747.0333333333333,2718.26,
2023-12-22 00:00:00+00:00,7203.T,2450.13427734375,2516.0,2549.5,2499.0,2520.0,38330200,2589.9285714285716,2619.0,2698.4,2736.983333333333,2715.56,
2023-12-25 00:00:00+00:00,7203.T,2470.584716796875,2537.0,2553.0,2514.5,2525.0,19273800,2585.0,2602.15,2686.75,2728.116666666667,2711.5,
2023-12-26 00:00:00+00:00,7203.T,2474.479736328125,2541.0,2544.5,2520.5,2543.0,17223900,2576.5,2588.1,2676.05,2718.9166666666665,2708.57,
2023-12-27 00:00:00+00:00,7203.T,2515.38037109375,2583.0,2583.5,2547.0,2557.5,26896000,2571.285714285714,2579.05,2665.075,2710.233333333333,2707.03,
2023-12-28 00:00:00+00:00,7203.T,2489.087158203125,2556.0,2573.0,2539.0,2555.0,17822300,2559.214285714286,2577.5,2653.15,2700.1,2704.53,
2023-12-29 00:00:00+00:00,7203.T,2522.683837890625,2590.5,2615.5,2569.0,2572.0,26860500,2551.5714285714284,2576.5,2641.025,2690.483333333333,2702.96,
2024-01-04 00:00:00+00:00,7203.T,2566.01904296875,2635.0,2635.0,2572.0,2605.0,29812900,2565.5,2578.05,2634.4,2681.9,2702.76,
2024-01-05 00:00:00+00:00,7203.T,2630.778076171875,2701.5,2708.0,2643.5,2643.5,30515500,2592.0,2584.15,2631.8,2679.2833333333333,2704.45,
2024-01-09 00:00:00+00:00,7203.T,2623.474365234375,2694.0,2716.0,2662.5,2715.0,30486100,2614.4285714285716,2589.15,2625.15,2677.9166666666665,2706.13,
2024-01-10 00:00:00+00:00,7203.T,2673.139404296875,2745.0,2752.0,2679.5,2684.0,33701200,2643.5714285714284,2609.9,2622.675,2678.4666666666667,2709.08,
2024-01-11 00:00:00+00:00,7203.T,2769.547607421875,2844.0,2867.5,2827.0,2827.0,49003100,2680.8571428571427,2642.7,2630.85,2679.8333333333335,2713.16,2657.34
2024-01-12 00:00:00+00:00,7203.T,2762.73095703125,2837.0,2883.0,2820.5,2880.0,34169200,2721.0,2672.7,2637.425,2682.0666666666666,2718.01,2661.52
2024-01-15 00:00:00+00:00,7203.T,2774.903564453125,2849.5,2855.0,2830.0,2854.0,4866000,2758.0,2703.55,2645.825,2685.2166666666667,2722.23,2666.31
2024-01-16 00:00:00+00:00,7203.T,2779.772705078125,2854.5,2869.5,2830.0,2854.0,23810700,2789.3571428571427,2730.7,2654.875,2686.95,2727.84,2671.085
2024-01-17 00:00:00+00:00,7203.T,2781.720458984375,2856.5,2920.0,2846.5,2880.0,42925400,2811.5,2760.75,2669.125,2689.016666666667,2733.17,2676.16
2024-01-18 00:00:00+00:00,7203.T,2854.757080078125,2931.5,2964.0,2873.0,2880.0,45748100,2845.4285714285716,2794.85,2685.675,2692.3,2737.56,2681.91
2024-01-19 00:00:00+00:00,7203.T,2884.45849609375,2962.0,2985.0,2937.0,2985.0,38896900,2876.4285714285716,2827.55,2702.8,2698.7833333333333,2741.6,2687.365
2024-01-22 00:00:00+00:00,7203.T,2903.93505859375,2982.0,2987.5,2956.5,2965.0,27665300,2896.1428571428573,2855.6,2719.875,2706.4,2744.32,2693.08
2024-01-23 00:00:00+00:00,7203.T,2912.699462890625,2991.0,3034.0,2971.0,2997.0,40894100,2918.1428571428573,2885.3,2737.225,2711.866666666667,2747.5,2698.99
2024-01-24 00:00:00+00:00,7203.T,2882.02392578125,2959.5,3018.0,2952.0,3000.0,28933300,2933.8571428571427,2906.75,2758.325,2717.366666666667,2751.55,2704.635
2024-01-25 00:00:00+00:00,7203.T,2886.40625,2964.0,2964.0,2964.0,2964.0,28781400,2949.5,2918.75,2780.725,2726.8166666666666,2754.48,2709.91
2024-01-26 00:00:00+00:00,7203.T,2816.778076171875,2892.5,2950.0,2888.5,2950.0,33005600,2954.6428571428573,2924.3,2798.5,2733.05,2756.27,2714.52
2024-01-29 00:00:00+00:00,7203.T,2905.395751953125,2983.5,2994.0,2928.0,2929.0,39361500,2962.0714285714284,2937.7,2820.625,2743.116666666667,2759.6,2719.79
2024-01-30 00:00:00+00:00,7203.T,2882.02392578125,2959.5,2983.5,2931.0,2950.0,30914300,2961.714285714286,2948.2,2839.45,2752.65,2761.92,2724.235
2024-01-31 00:00:00+00:00,7203.T,2921.4638671875,3000.0,3000.0,2939.0,2940.0,28387200,2964.285714285714,2962.55,2861.65,2766.9333333333334,2764.72,2729.04
2024-02-01 00:00:00+00:00,7203.T,2867.90380859375,2945.0,2960.0,2931.0,2940.5,29852200,2957.714285714286,2963.9,2879.375,2778.4166666666665,2766.04,2732.515
2024-02-02 00:00:00+00:00,7203.T,2874.2333984375,2951.5,2966.0,2938.0,2963.5,24939800,2956.5714285714284,2962.85,2895.2,2789.483333333333,2767.22,2736.14
2024-02-05 00:00:00+00:00,7203.T,2913.673095703125,2992.0,3007.0,2959.0,2995.5,29891100,2960.5714285714284,2963.85,2909.725,2801.2,2771.46,2739.55
2024-02-06 00:00:00+00:00,7203.T,3052.929443359375,3135.0,3148.0,2951.5,2999.5,80031600,2995.214285714286,2978.25,2931.775,2817.5666666666666,2779.46,2744.53
2024-02-07 00:00:00+00:00,7203.T,3174.657470703125,3260.0,3364.0,3190.0,3195.0,90841000,3034.714285714286,3008.3,2957.525,2841.65,2790.09,2751.1
2024-02-08 00:00:00+00:00,7203.T,3262.30126953125,3350.0,3409.0,3283.0,3330.0,65539300,3090.5,3046.9,2982.825,2869.45,2801.03,2758.65
2024-02-09 00:00:00+00:00,7203.T,3236.008056640625,3323.0,3370.0,3296.0,3360.0,38909900,3136.6428571428573,3089.95,3007.125,2895.65,2812.09,2765.31
2024-02-13 00:00:00+00:00,7203.T,3365.526123046875,3456.0,3459.0,3350.0,3366.0,50279000,3209.6428571428573,3137.2,3037.45,2926.15,2826.11,2772.795
2024-02-14 00:00:00+00:00,7203.T,3296.385009765625,3385.0,3464.0,3361.0,3453.0,40613000,3271.5714285714284,3179.75,3063.975,2952.883333333333,2837.76,2779.165
2024-02-15 00:00:00+00:00,7203.T,3293.46337890625,3382.0,3416.0,3351.0,3415.0,31611400,3327.285714285714,3217.95,3090.25,2980.4166666666665,2849.51,2784.77
2024-02-16 00:00:00+00:00,7203.T,3324.6259765625,3414.0,3453.0,3396.0,3440.0,39276000,3367.1428571428573,3264.85,3114.375,3007.866666666667,2861.13,2790.11
2024-02-19 00:00:00+00:00,7203.T,3340.206787109375,3430.0,3449.0,3401.0,3414.0,18623200,3391.4285714285716,3312.7,3137.775,3034.366666666667,2874.38,2796.42
2024-02-20 00:00:00+00:00,7203.T,3324.6259765625,3414.0,3473.0,3369.0,3450.0,32113800,3400.5714285714284,3354.9,3159.375,3058.116666666667,2887.59,2802.705
2024-02-21 00:00:00+00:00,7203.T,3339.233154296875,3429.0,3436.0,3396.0,3400.0,27204700,3415.714285714286,3384.3,3181.275,3082.616666666667,2899.63,2809.11
2024-02-22 00:00:00+00:00,7203.T,3428.82470703125,3521.0,3530.0,3444.0,3450.0,45277100,3425.0,3410.4,3209.35,3108.483333333333,2914.16,2816.705
2024-02-26 00:00:00+00:00,7203.T,3471.6728515625,3565.0,3607.0,3522.0,3550.0,36879000,3450.714285714286,3431.9,3239.4,3132.516666666667,2931.85,2825.19
2024-02-27 00:00:00+00:00,7203.T,3488.227783203125,3582.0,3603.0,3566.0,3600.0,26141000,3479.285714285714,3457.8,3273.875,3157.35,2949.38,2833.53
2024-02-28 00:00:00+00:00,7203.T,3476.5419921875,3570.0,3599.0,3541.0,3588.0,21824800,3501.5714285714284,3469.2,3303.2,3181.366666666667,2967.15,2842.17
2024-02-29 00:00:00+00:00,7203.T,3526.206787109375,3621.0,3629.0,3540.0,3560.0,42143900,3528.8571428571427,3492.8,3336.275,3206.9166666666665,2986.1,2851.605
2024-03-01 00:00:00+00:00,7203.T,3583.662353515625,3680.0,3689.0,3586.0,3595.0,29522200,3566.8571428571427,3522.6,3370.275,3234.366666666667,3008.27,2861.535
2024-03-04 00:00:00+00:00,7203.T,3566.133544921875,3662.0,3704.0,3636.0,3694.0,33112100,3600.1428571428573,3547.4,3406.125,3258.7166666666667,3029.5,2872.105
2024-03-05 00:00:00+00:00,7203.T,3631.379638671875,3729.0,3742.0,3641.0,3665.0,31082800,3629.8571428571427,3577.3,3445.0,3284.2833333333333,3051.69,2884.62
2024-03-06 00:00:00+00:00,7203.T,3670.332275390625,3769.0,3772.0,3690.0,3729.0,31920900,3659.0,3612.8,3483.85,3310.516666666667,3074.26,2896.41
2024-03-07 00:00:00+00:00,7203.T,3564.185791015625,3660.0,3811.0,3640.0,3799.0,44389400,3670.1428571428573,3635.9,3510.1,3332.8166666666666,3094.58,2907.29
2024-03-08 00:00:00+00:00,7203.T,3515.49462890625,3610.0,3665.0,3595.0,3644.0,39889700,3675.8571428571427,3644.8,3527.6,3354.5,3116.03,2917.145
2024-03-11 00:00:00+00:00,7203.T,3406.4267578125,3498.0,3530.0,3443.0,3500.0,34641400,3658.285714285714,3638.1,3535.0,3372.3,3135.67,2925.615
2024-03-12 00:00:00+00:00,7203.T,3384.02880859375,3475.0,3475.0,3398.0,3441.0,40384800,3629.0,3627.4,3542.6,3391.7166666666667,3154.43,2932.965
2024-03-13 00:00:00+00:00,7203.T,3353.84033203125,3444.0,3536.0,3405.0,3506.0,32358800,3597.8571428571427,3614.8,3542.0,3407.0666666666666,3172.49,2940.53
2024-03-14 00:00:00+00:00,7203.T,3354.814453125,3445.0,3463.0,3415.0,3450.0,21846100,3557.285714285714,3597.2,3545.0,3423.25,3189.73,2948.38
2024-03-15 00:00:00+00:00,7203.T,3396.688720703125,3488.0,3509.0,3424.0,3433.0,33847800,3517.1428571428573,3578.0,3550.3,3439.516666666667,3208.37,2956.45
2024-03-18 00:00:00+00:00,7203.T,3473.620361328125,3567.0,3576.0,3504.0,3515.0,26489600,3503.8571428571427,3568.5,3557.95,3460.25,3227.9,2965.43
2024-03-19 00:00:00+00:00,7203.T,3578.793212890625,3675.0,3675.0,3559.0,3574.0,33925900,3513.1428571428573,3563.1,3570.2,3484.366666666667,3248.7,2975.73
2024-03-21 00:00:00+00:00,7203.T,3699.546875,3799.0,3829.0,3776.0,3800.0,45118200,3556.1428571428573,3566.1,3589.45,3511.266666666667,3270.65,2987.55
2024-03-22 00:00:00+00:00,7203.T,3770.635986328125,3872.0,3890.0,3811.0,3829.0,38840700,3612.8571428571427,3587.3,3611.6,3535.8333333333335,3294.21,3000.17
2024-03-25 00:00:00+00:00,7203.T,3729.7353515625,3830.0,3886.0,3823.0,3850.0,28829300,3668.0,3609.3,3627.05,3554.8333333333335,3315.91,3012.495
2024-03-26 00:00:00+00:00,7203.T,3749.2119140625,3850.0,3860.0,3789.0,3829.0,30536000,3725.8571428571427,3644.5,3641.3,3571.5,3336.03,3024.595
2024-03-27 00:00:00+00:00,7203.T,3752.13330078125,3853.0,3891.0,3846.0,3875.0,35165500,3778.0,3682.3,3654.85,3589.1666666666665,3356.35,3037.18
2024-03-28 00:00:00+00:00,7203.T,3750.162841796875,3806.0,3854.0,3782.0,3839.0,34646300,3812.1428571428573,3718.5,3666.65,3600.8333333333335,3375.48,3048.855
2024-03-29 00:00:00+00:00,7203.T,3743.265380859375,3799.0,3833.0,3792.0,3804.0,12094300,3829.8571428571427,3753.9,3675.55,3614.633333333333,3394.37,3061.105
2024-04-01 00:00:00+00:00,7203.T,3585.61279296875,3639.0,3824.0,3616.0,3801.0,38828100,3807.0,3769.0,3673.5,3623.2,3410.02,3071.595
2024-04-02 00:00:00+00:00,7203.T,3579.700927734375,3633.0,3705.0,3616.0,3685.0,31273800,3772.8571428571427,3775.6,3672.05,3630.5,3424.05,3080.805
2024-04-03 00:00:00+00:00,7203.T,3566.8916015625,3620.0,3656.0,3597.0,3633.0,30222400,3742.8571428571427,3770.1,3666.6,3636.8333333333335,3437.21,3089.405
2024-04-04 00:00:00+00:00,7203.T,3613.201904296875,3667.0,3739.0,3652.0,3670.0,33637800,3716.714285714286,3756.9,3661.5,3645.266666666667,3450.91,3097.615
2024-04-05 00:00:00+00:00,7203.T,3565.90625,3619.0,3632.0,3568.0,3605.0,26966800,3683.285714285714,3731.6,3659.45,3651.6,3463.47,3105.485
2024-04-08 00:00:00+00:00,7203.T,3643.747314453125,3698.0,3700.0,3642.0,3665.0,23272600,3667.8571428571427,3718.4,3663.85,3657.5,3478.24,3114.895
2024-04-09 00:00:00+00:00,7203.T,3720.602783203125,3776.0,3776.0,3716.0,3740.0,22518400,3664.5714285714284,3711.0,3677.75,3664.5333333333333,3494.48,3124.48
2024-04-10 00:00:00+00:00,7203.T,3685.131103515625,3740.0,3760.0,3722.0,3750.0,17062700,3679.0,3699.7,3691.0,3669.8,3511.43,3133.85
2024-04-11 00:00:00+00:00,7203.T,3725.529541015625,3781.0,3795.0,3721.0,3722.0,23458700,3700.1428571428573,3697.2,3707.85,3676.8333333333335,3527.38,3143.49
2024-04-12 00:00:00+00:00,7203.T,3711.73486328125,3767.0,3815.0,3755.0,3813.0,21094100,3721.1428571428573,3694.0,3723.95,3681.7,3543.53,3152.725
2024-04-15 00:00:00+00:00,7203.T,3711.73486328125,3767.0,3767.0,3685.0,3721.0,21091500,3735.4285714285716,3706.8,3737.9,3684.6,3558.87,3161.795
2024-04-16 00:00:00+00:00,7203.T,3595.466064453125,3649.0,3753.0,3630.0,3742.0,29226300,3739.714285714286,3708.4,3742.0,3684.1666666666665,3572.95,3169.495
